310,349
333,349
348,345
330,340
311,340
340,221
309,223
351,299
309,302
7106,40,113,35,113,44,113
7107,70,126,66,126,74,126
7108,101,141,97,141,105,141
7109,130,158,125,158,134,158
7110,161,176,156,176,164,176
7111,192,196,189,196,197,196
7112,224,215,218,215,228,215
7113,255,236,251,236,260,236
7114,285,259,280,259,289,259
7115,316,283,312,283,321,283
7116,347,307,343,307,352,307
7117,378,334,374,334,382,334
7118,400,329,395,329,405,329
7119,420,314,415,314,424,314
